Band Number,Original Date,Original Site,Species,Original Sex,Original Age,Recapture Year,Recapture 1,Recapture 2,Recapture 3,Recapture 4,Recapture 5,Recapture 6,Recapture 7,Recapture 8,Recapture 9,Recapture 10,Recapture 11,Recapture 12,Recapture 13,Recapture 14,Recapture 15,Recapture 16,Recapture 17,Comments
5000-97065,05/14/05,MCGC,BTLH,M,AHY,2005,5/16 3.1g 4x,5/17 3.4g,6/18 3.2g,,,,,,,,,,,,,,,
5000-97066,05/14/05,MCGC,BTLH,M,AHY,2005,5/15 3.3g 2x,5/16 3.2g 4x,5/18 3.4g,,,,,,,,,,,,,,,
5000-97067,05/14/05,MCGC,BTLH,M,AHY,2005,5/15 3.5g 2x,5/16 3.4g 2x,5/17 3.4g,,,,,,,,,,,,,,,
5000-97068,05/14/05,MCGC,BTLH,M,AHY,2005,5/15 3.3g,,,,,,,,,,,,,,,,,
5000-97070,05/15/05,MCGC,BTLH,M,AHY,2005,5/16 3.1g 4x,,,,,,,,,,,,,,,,,
5000-97072,05/15/05,MCGC,BTLH,M,AHY,2005,5/16 3.2g 3x,5/17 3.3g,5/17 3.4g,5/18 3.4g,5/19 3.3g 3x,6/13 3.3g,,,,,,,,,,,,
5000-97076,05/16/05,MCGC,BTLH,M,AHY,2005,5/16 3.3g,,,,,,,,,,,,,,,,,
5000-97081,05/16/05,MCGC,BTLH,F,AHY,2005,6/25 at CC2,,,,,,,,,,,,,,,,,
5000-97083,05/17/05,MCGC,BTLH,M,AHY,2005,5/17 3.6g,,,,,,,,,,,,,,,,,
5000-97086,05/17/05,MCGC,BTLH,M,AHY,2005,5/19 3.2g,,,,,,,,,,,,,,,,,
5000-97087,05/17/05,MCGC,BTLH,M,AHY,2005,5/19 3.3g,,,,,,,,,,,,,,,,,
5000-97088,05/18/05,MP1,BTLH,F,AHY,2005,6/3 3.6g,6/5 3.6g,"4.2g skel r1, HTW",,,,,,,,,,,,,,,
5000-97089,05/18/05,MP1,BTLH,F,AHY,2005,"6/3, 3.3g",,,,,,,,,,,,,,,,,
5000-97090,05/18/05,MP1,BTLH,F,AHY,2005,5/31 3.8g E8,,,,,,,,,,,,,,,,,
5000-97092,05/18/05,MP1,BTLH,M,AHY,2005,5/24 3.3g,6/2 3.3g,,,,,,,,,,,,,,,,
5000-97094,05/18/05,MP1,BTLH,F,AHY,2005,5/26 3.1g,,,,,,,,,,,,,,,,,
5000-97095,05/18/05,MP1,BTLH,F,AHY,2005,5/23 3.5g,6/2 3.9g,6/4 3.1g,,,,,,,,,,,,,,,
5000-97096,05/18/05,MP1,BTLH,F,AHY,2005,6/2 3.4g,6/4 3.2g,,,,,,,,,,,,,,,,
5000-97099,05/18/05,MP1,BTLH,F,AHY,2005,5/31 3.5g,6/11 3.1g,8/25 3.4g HTW,,,,,,,,,,,,,,,
6000-23402,05/18/05,MP1,BTLH,F,AHY,2005,5/31 3.4g r4LtT,6/12 3.4g,,,,,,,,,,,,,,,,g E7 spider web on toes
6000-23405,05/19/05,MCGC,BTLH,M,AHY,2005,5/19 nw,6/12 3.4g,,,,,,,,,,,,,,,,
6000-23408,05/24/05,MP1,BTLH,F,AHY,2005,5/31 3.8g r3-5 HT,6/3 3.6g,,,,,,,,,,,,,,,,
6000-23409,05/24/05,MP1,BTLH,F,AHY,2005,6/5 3.3g,,,,,,,,,,,,,,,,,
6000-23415,05/24/05,MP1,BTLH,F,AHY,2005,6/3 3.3g,6/4 3.6g E6,,,,,,,,,,,,,,,,
6000-23416,05/24/05,MP1,BTLH,F,AHY,2005,6/4 3.2g E6-,,,,,,,,,,,,,,,,,
6000-23417,05/24/05,MP1,BTLH,F,AHY,2005,6/12 3.8g,,,,,,,,,,,,,,,,,
6000-23420,05/25/05,MP1,BTLH,F,AHY,2005,6/5 3.2g 2x,6/12 3.5g,,,,,,,,,,,,,,,,
6000-23425,05/24/05,MCGC,BTLH,M,AHY,2005,7/29 3.8g,,,,,,,,,,,,,,,,,
6000-23427,05/24/05,MP1,BTLH,M,AHY,2005,5/25 3.4g,5/26 3.1g,5/31 3.2g,6/2 3.1g,6/3 3.1g,6/5 3.0g,,,,,,,,,,,,
6000-23428,05/26/05,MP1,BTLH,M,AHY,2005,6/5 3.2g,,,,,,,,,,,,,,,,,
6000-23430,05/26/05,MP1,BTLH,M,AHY,2005,5/31 3.2g,6/2 3.2g,6/5 3.1g,,,,,,,,,,,,,,,
6000-23431,05/25/05,MP1,BTLH,F,AHY,2005,6/1 3.6g,6/2 3.5g,6/5 3.3g,,,,,,,,,,,,,,,
6000-23434,05/25/05,MP1,BTLH,F,AHY,2005,6/2 3.6g,,,,,,,,,,,,,,,,,
6000-23437,06/01/05,MP1,BTLH,M,AHY,2005,6/3 3.3g,,,,,,,,,,,,,,,,,
6000-23438,06/02/05,MP1,BTLH,M,AHY,2005,6/5 3.2g,,,,,,,,,,,,,,,,,
6000-23444,05/26/05,MP1,BTLH,F,AHY,2005,6/2 3.4g,6/5 3.2g,,,,,,,,,,,,,,,,
6000-23445,05/26/05,MP1,BTLH,F,AHY,2005,6/12 3.7g E6,,,,,,,,,,,,,,,,,
6000-23446,05/26/05,MP1,BTLH,F,AHY,2005,6/3 3.6g E6+,6/4 3.3g,6/5 3.4g 2x,6/12 3.6g,6/26 3.5g,,,,,,,,,,,,,
6000-23448,05/26/05,MP1,BTLH,F,AHY,2005,6/3 3.0g,,,,,,,,,,,,,,,,,
6000-23450,05/31/05,MCGC,BTLH,F,AHY,2005,6/2 3.4g,6/4 3.6g E6,6/10 3.6g 2x,6/11 3.3g,6/12 3.8g E7,6/13 3.3g 3x,6/18 3.2g,6/19 3.3g,,,,,,,,,,
6000-23458,06/12/05,MCGC,BTLH,M,AHY,2005,6/12 3.2g,,,,,,,,,,,,,,,,,
6000-23460,06/12/05,MCGC,BTLH,M,AHY,2005,7/23 3.5g,,,,,,,,,,,,,,,,,
6000-23461,05/31/05,MP1,BTLH,F,AHY,2005,6/4 3.6g E6,,,,,,,,,,,,,,,,,
6000-23464,05/31/05,MP1,BTLH,F,AHY,2005,6/1 3.4g,6/2 3.7g,6/4 3.2g E7,6/13 3.9g,,,,,,,,,,,,,,
6000-23465,05/31/05,MP1,BTLH,F,AHY,2005,6/4 3.1g,,,,,,,,,,,,,,,,,
6000-23468,05/31/05,MP1,BTLH,F,AHY,2005,7/17 3.2g,,,,,,,,,,,,,,,,,
6000-23469,05/31/05,MP1,BTLH,F,AHY,2005,6/1 3.7g,6/2 3.6g,6/3 3.3g 2x,6/4 3.5g,6/12 3.7g,,,,,,,,,,,,,
6000-23470,05/31/05,MP1,BTLH,F,AHY,2005,6/4 3.6g E6,,,,,,,,,,,,,,,,,
6000-23472,05/31/05,MP1,BTLH,F,AHY,2005,6/3 3.5g,6/5 3.1g,8/26 3.8g,,,,,,,,,,,,,,,
6000-23474,05/31/05,MCGC,BTLH,F,AHY,2005,6/10 4.7g E8,6/11 3.7g E6,6/13 3.7g 4x,6/18 3.3g,6/19 3.4g,6/21 3.4g,,,,,,,,,,,,
6000-23477,06/01/05,MP1,BTLH,F,AHY,2005,6/3 3.6g E6,6/5 3.5g,6/12 3.5g E6,8/25 3.4g MTW,,,,,,,,,,,,,,
6000-23478,06/01/05,MP1,BTLH,F,AHY,2005,6/11 3.4g,,,,,,,,,,,,,,,,,
6000-23479,06/01/05,MP1,BTLH,F,AHY,2005,6/3 3.4g,6/5 3.3g,,,,,,,,,,,,,,,,
6000-23481,06/01/05,MP1,BTLH,F,AHY,2005,8/1 3.3g,,,,,,,,,,,,,,,,,
6000-23482,06/01/05,MP1,BTLH,F,AHY,2005,6/3 3.4g,6/4 3.4g E6 2x,6/5 3.2g,6/11 3.3g,6/13 3.7g E6,,,,,,,,,,,,,
6000-23484,06/01/05,MP1,BTLH,F,AHY,2005,6/19 3.6g,,,,,,,,,,,,,,,,,
6000-23485,06/01/05,MP1,BTLH,F,AHY,2005,6/3 3.7g,6/4 3.4g E6 2x,6/5 3.6g,,,,,,,,,,,,,,,
6000-23486,06/01/05,MP1,BTLH,F,AHY,2005,6/28 3.5g,,,,,,,,,,,,,,,,,
6000-23487,06/01/05,MP1,BTLH,F,AHY,2005,6/19 3.6g,,,,,,,,,,,,,,,,,
6000-23489,06/01/05,MP1,BTLH,F,AHY,2005,6/5 3.6g,,,,,,,,,,,,,,,,,
6000-23491,06/02/05,MCGC,BTLH,F,AHY,2005,6/2 nw,6/3 4.4g E7,6/4 4.3g 2x,6/5 4.0g,6/10 E9 2x,6/11 4.7g E9+,6/12 4.3g E9,6/13 4.5g E9,,,,,,,,,,
6000-23496,06/03/05,MCGC,BTLH,F,AHY,2005,6/3 3.5g,,,,,,,,,,,,,,,,,
6000-23500,06/03/05,MP1,BTLH,F,AHY,2005,6/5 3.4g E6,,,,,,,,,,,,,,,,,
6000-23503,06/04/05,MP1,BTLH,F,AHY,2005,6/5 nw,,,,,,,,,,,,,,,,,
6000-23504,06/04/05,MP1,BTLH,F,AHY,2005,6/26 3.7g E6-,,,,,,,,,,,,,,,,,
6000-23506,06/04/05,MP1,BTLH,F,AHY,2005,"7/25 4.0g HTW, at MCGC",,,,,,,,,,,,,,,,,
6000-23507,06/04/05,MP1,BTLH,F,AHY,2005,6/5 3.4g,,,,,,,,,,,,,,,,,
6000-23509,06/05/05,MP1,BTLH,F,AHY,2005,7/11 3.6g HTW,,,,,,,,,,,,,,,,,
6000-23510,06/05/05,MP1,BTLH,F,AHY,2005,6/5 3.0g,,,,,,,,,,,,,,,,,
6000-23513,06/05/05,MP1,BTLH,F,AHY,2005,6/12 3.7g,,,,,,,,,,,,,,,,,
6000-23516,06/10/05,MCGC,BTLH,F,AHY,2005,6/11 3.6g,,,,,,,,,,,,,,,,,
6000-23517,06/10/05,MCGC,BTLH,F,AHY,2005,6/10 3.8g,6/12 3.5g 2x,6/13 3.4g,6/18 3.3g,6/14 3.2g,,,,,,,,,,,,,
6000-23518,06/10/05,MCGC,BTLH,F,AHY,2005,6/11 3.4g,,,,,,,,,,,,,,,,,
6000-23519,06/10/05,MCGC,BTLH,F,AHY,2005,6/12 3.6g E6,6/13 3.5g E6,7/14 3.9g,,,,,,,,,,,,,,,
6000-23521,06/10/05,MCGC,BTLH,F,AHY,2005,6/11 3.3g,6/12 3.7g,6/13 3.4g,,,,,,,,,,,,,,,
6000-23522,06/11/05,MCGC,BTLH,F,AHY,2005,6/12 nw E6,6/13 3.4g,6/21 3.4g,7/3 3.4g,,,,,,,,,,,,,,
6000-23523,06/11/05,MCGC,BTLH,F,AHY,2005,6/12 3.6g E8,,,,,,,,,,,,,,,,,
6000-23525,06/11/05,MP1,BTLH,F,AHY,2005,6/29 3.6 E6,,,,,,,,,,,,,,,,,
6000-23528,06/11/05,MP1,BTLH,F,AHY,2005,6/19 3.8g E6,,,,,,,,,,,,,,,,,
6000-23529,06/11/05,MP1,BTLH,F,AHY,2005,7/11 3.5g,,,,,,,,,,,,,,,,,
6000-23531,06/12/05,MP1,BTLH,F,AHY,2005,6/12 3.6g,7/11 3.6g,,,,,,,,,,,,,,,,
6000-23533,06/12/05,MP1,BTLH,F,AHY,2005,7/7 3.5g,,,,,,,,,,,,,,,,,
6000-23535,06/12/05,MP1,BTLH,F,AHY,2005,6/12 3.5g,,,,,,,,,,,,,,,,,
6000-23538,06/12/05,MCGC,BTLH,F,AHY,2005,6/13 3.5g,,,,,,,,,,,,,,,,,
6000-23539,06/13/05,MCGC,BTLH,F,AHY,2005,6/13 3.1g,,,,,,,,,,,,,,,,,
6000-23540,06/13/05,MCGC,BTLH,F,AHY,2005,6/14 4.0g E8,,,,,,,,,,,,,,,,,
6000-23545,06/14/05,MCGC,BTLH,M,AHY,2005,6/14 3.3g,,,,,,,,,,,,,,,,,
6000-23546,06/14/05,MCGC,BTLH,M,AHY,2005,7/10 3.3g,,,,,,,,,,,,,,,,,
6000-23547,06/18/05,MCGC,BTLH,M,AHY,2005,7/7 3.3g,,,,,,,,,,,,,,,,,
6000-23548,06/18/05,MP1,BTLH,M,AHY,2005,6/26 3.4g,,,,,,,,,,,,,,,,,
6000-23555,06/13/05,MP1,BTLH,F,AHY,2005,6/29 3.8g E9,,,,,,,,,,,,,,,,,
6000-23557,06/13/05,MP1,BTLH,F,AHY,2005,8/19 3.6g,,,,,,,,,,,,,,,,,
6000-23559,06/13/05,MP1,BTLH,F,AHY,2005,8/19 4.2g,,,,,,,,,,,,,,,,,
6000-23563,06/14/05,MCGC,BTLH,F,AHY,2005,7/8 3.6g HTW,,,,,,,,,,,,,,,,,
6000-23566,06/18/05,MCGC,BTLH,F,AHY,2005,6/21 3.4g,,,,,,,,,,,,,,,,,
6000-23568,06/18/05,MP1,BTLH,F,AHY,2005,6/19 3.4g E6,,,,,,,,,,,,,,,,,
6000-23577,06/19/05,MP1,BTLH,F,AHY,2005,7/7 3.4g,,,,,,,,,,,,,,,,,
6000-23578,06/19/05,MP1,BTLH,F,AHY,2005,8/1 3.4g,,,,,,,,,,,,,,,,,
6000-23583,06/19/05,MP1,BTLH,F,AHY,2005,6/29 3.4g E8,,,,,,,,,,,,,,,,,
6000-23594,06/25/05,MP1,BTLH,F,AHY,2005,8/13 3.7g,,,,,,,,,,,,,,,,,
6000-23604,06/27/05,GNMTN,BTLH,M,AHY,2005,7/1 3.2g,,,,,,,,,,,,,,,,,
6000-23631,06/27/05,KV1,BTLH,F,AHY,2005,7/1 3.5g,7/9 3.4g,,,,,,,,,,,,,,,,HTW r3R
6000-23633,06/27/05,KV1,BTLH,F,AHY,2005,7/1 3.4g,,,,,,,,,,,,,,,,,
6000-23639,06/27/05,GNMTN,BTLH,F,AHY,2005,8/15 3.8g,,,,,,,,,,,,,,,,,
6000-23640,06/27/05,GNMTN,BTLH,F,AHY,2005,7/9 3.4g,8/15 3.6g HTW,,,,,,,,,,,,,,,,
6000-23648,06/27/05,GNMTN,BTLH,F,AHY,2005,7/28 3.6g,,,,,,,,,,,,,,,,,
6000-23651,06/28/05,MCGC,BTLH,F,AHY,2005,7/19 3.7g,,,,,,,,,,,,,,,,,
6000-23652,06/28/05,MCGC,BTLH,F,AHY,2005,6/29 3.2g,,,,,,,,,,,,,,,,,
6000-23657,06/30/05,MCGC,BTLH,F,AHY,2005,7/10 3.4g,,,,,,,,,,,,,,,,,
6000-23660,07/01/05,HOLZ,BTLH,F,AHY,2005,8/9 3.5g,8/27 3.4g,,,,,,,,,,,,,,,,LtTW
6000-23665,07/01/05,KV1,BTLH,F,AHY,2005,7/9 3.4g NTW,,,,,,,,,,,,,,,,,
6000-23676,07/01/05,GNMTN,BTLH,F,AHY,2005,7/9 3.2g HTW,,,,,,,,,,,,,,,,,
6000-23679,07/07/05,MCGC,BTLH,F,AHY,2005,7/25 3.4g,,,,,,,,,,,,,,,,,
6000-23683,07/07/05,MP1,BTLH,F,AHY,2005,8/24 3.3g HTW,,,,,,,,,,,,,,,,,
6000-23707,07/07/05,MCGC,RUHU,M,AHY,2005,7/7 3.7g,,,,,,,,,,,,,,,,,
6000-23715,07/08/05,MCGC,BTLH,M,AHY,2005,7/11 3.5g,,,,,,,,,,,,,,,,,
6000-23724,07/09/05,GNMTN,BTLH,F,AHY,2005,7/9 4.2g E7/8,7/28 3.6g,,,,,,,,,,,,,,,,
6000-23726,07/12/05,MCGC,BTLH,F,AHY,2005,7/14 3.1g,,,,,,,,,,,,,,,,,
6000-23727,07/09/05,GNMTN,BTLH,F,AHY,2005,7/28 3.6g,,,,,,,,,,,,,,,,,
6000-23731,07/09/05,GNMTN,BTLH,F,AHY,2005,7/28 3.9g,8/27 4.1g,,,,,,,,,,,,,,,,
6000-23735,07/10/05,MCGC,CAHU,M,AHY,2005,7/10 2x,,,,,,,,,,,,,,,,,
6000-23736,07/10/05,MCGC,BTLH,F,AHY,2005,7/11 3.7g,7/12 3.3g 2x,,,,,,,,,,,,,,,,
6000-23737,07/10/05,MCGC,BTLH,F,AHY,2005,7/11 3.3g,7/12 3.8g,,,,,,,,,,,,,,,,
6000-23738,07/10/05,MCGC,BTLH,F,AHY,2005,7/12 3.3g,7/19 3.2g,7/22 3.3g,7/25 3.8g HTW,7/26 3.6g,7/31 3.4g,8/1 3.6g,,,,,,,,,,,
6000-23739,07/10/05,MCGC,BTLH,F,AHY,2005,7/11 3.1g,,,,,,,,,,,,,,,,,
6000-23741,07/10/05,MCGC,BTLH,F,AHY,2005,7/11 3.4g,7/14 4.1g,,,,,,,,,,,,,,,,
6000-23743,07/11/05,MCGC,BTLH,F,AHY,2005,7/12 3.4g,,,,,,,,,,,,,,,,,
6000-23745,07/11/05,MCGC,BTLH,F,AHY,2005,7/19 3.5g,7/21 4.1g,,,,,,,,,,,,,,,,
6000-23761,07/12/05,MCGC,BTLH,F,AHY,2005,7/13 3.4g,,,,,,,,,,,,,,,,,
6000-23762,07/12/05,MCGC,BTLH,F,AHY,2005,7/26 3.9g,,,,,,,,,,,,,,,,,
6000-23764,07/12/05,MCGC,BTLH,F,AHY,2005,7/18 3.2g,,,,,,,,,,,,,,,,,
6000-23768,07/12/05,MCGC,RUHU,F,AHY,2005,7/12 3.8g,,,,,,,,,,,,,,,,,
6000-23769,07/12/05,MCGC,BTLH,F,AHY,2005,7/13 3.5g,7/14 3.6g HTW,,,,,,,,,,,,,,,,
6000-23783,07/11/05,MCGC,BTLH,M,AHY,2005,7/12 3.6g,,,,,,,,,,,,,,,,,
6000-23791,07/13/05,MCGC,BTLH,F,AHY,2005,7/14 3.4g,,,,,,,,,,,,,,,,,
6000-23792,07/13/05,MCGC,BTLH,F,AHY,2005,7/27 3.7g,,,,,,,,,,,,,,,,,
6000-23795,07/13/05,MCGC,BTLH,F,AHY,2005,7/14 3.3g,,,,,,,,,,,,,,,,,
6000-23799,07/14/05,MCGC,BTLH,F,AHY,2005,7/21 3.6g,7/27 3.4g,,,,,,,,,,,,,,,,
6000-23800,07/14/05,MCGC,BTLH,F,AHY,2005,7/23 3.4g,7/25 3.9g 2x,,,,,,,,,,,,,,,,
6000-23804,07/14/05,MCGC,BTLH,F,AHY,2005,7/14 3.7g,7/18 4.0g,,,,,,,,,,,,,,,,
6000-23805,07/14/05,MCGC,BTLH,F,AHY,2005,7/27 3.4g,,,,,,,,,,,,,,,,,
6000-23806,07/14/05,MCGC,BTLH,F,AHY,2005,7/18 3.5g,7/23 3.3g HTW,7/25 3.9g,7/26 3.5g,7/273.7g 2x,7/29 nw,7/30 3.2g,,,,,,,,,,,
6000-23814,07/18/05,MCGC,BTLH,F,AHY,2005,7/18 3.5g,,,,,,,,,,,,,,,,,
6000-23815,07/18/05,MCGC,BTLH,F,AHY,2005,7/18 3.8g,,,,,,,,,,,,,,,,,
6000-23821,07/19/05,MCGC,BTLH,F,AHY,2005,7/21 3.8g,7/27 3.2g,,,,,,,,,,,,,,,,
6000-23826,07/19/05,MCGC,BTLH,F,AHY,2005,7/22 3.7g,,,,,,,,,,,,,,,,,
6000-23827,07/19/05,MCGC,BTLH,F,HY,2005,7/25 4.0g,7/26 3.8g,,,,,,,,,,,,,,,,
6000-23895,07/21/05,MCGC,BTLH,F,AHY,2005,7/26 3.8g,,,,,,,,,,,,,,,,,
6000-23897,07/22/05,MCGC,BTLH,F,AHY,2005,7/22 3.4g,7/25 3.4g,,,,,,,,,,,,,,,,
6000-23898,07/22/05,MCGC,BTLH,F,AHY,2005,7/222 3.7g,7/26 3.6g,7/30 3.7g,8/1 3.7g,8/2 3.2g,8/16 3.5g,,,,,,,,,,,,
6000-53504,07/23/05,MCGC,BTLH,F,AHY,2005,7/26 3.3g,7/27 3.7g,,,,,,,,,,,,,,,,
6000-53505,07/23/05,MCGC,BTLH,F,AHY,2005,7/27 3.4g,7/31 3.6g,,,,,,,,,,,,,,,,
6000-53506,07/23/05,MCGC,BTLH,F,AHY,2005,7/31 3.5g,,,,,,,,,,,,,,,,,
6000-53508,07/23/05,MCGC,BTLH,F,AHY,2005,7/25 4.3g,7/26 3.9g,,,,,,,,,,,,,,,,
6000-53509,07/23/05,MCGC,BTLH,F,AHY,2005,7/26 3.5g,7/27 3.3g,,,,,,,,,,,,,,,,
6000-53533,07/23/05,MCGC,BTLH,F,AHY,2005,8/1 3.5g,8/14 3.4g,,,,,,,,,,,,,,,,
6000-53537,07/23/05,MCGC,BTLH,F,AHY,2005,7/25 3.9g,,,,,,,,,,,,,,,,,
6000-53539,07/25/05,MCGC,BTLH,F,AHY,2005,7/25 3.5g,,,,,,,,,,,,,,,,,
6000-53545,07/25/05,MCGC,BTLH,F,AHY,2005,7/25 nw,7/26 3.6g 2x,8/11 3.5g,8/13 3.5g,,,,,,,,,,,,,,
6000-53548,07/25/05,MCGC,BTLH,F,HY,2005,7/27 3.4g,,,,,,,,,,,,,,,,,
6000-53560,07/27/05,MP1,RUHU,F,AHY,2005,7/27 nw,,,,,,,,,,,,,,,,,
6000-53567,07/29/05,MCGC,BTLH,M,HY,2005,7/29 nw,,,,,,,,,,,,,,,,,
6000-53572,07/25/05,MCGC,BTLH,F,AHY,2005,7/26 3.4g,,,,,,,,,,,,,,,,,
6000-53574,07/25/05,MCGC,BTLH,F,AHY,2005,7/27 3.7g,,,,,,,,,,,,,,,,,
6000-53575,07/25/05,MCGC,BTLH,F,AHY,2005,7/27 3.7g,,,,,,,,,,,,,,,,,
6000-53578,07/26/05,MCGC,BTLH,F,AHY,2005,7/27 3.5g,,,,,,,,,,,,,,,,,
6000-53581,07/26/05,MCGC,BTLH,F,AHY,2005,7/26 3.5g,,,,,,,,,,,,,,,,,
6000-53582,07/26/05,MCGC,BTLH,F,AHY,2005,7/27 3.2g,,,,,,,,,,,,,,,,,
6000-53583,07/26/05,MCGC,BTLH,F,AHY,2005,7/26 nw,7/27 3.1g,,,,,,,,,,,,,,,,
6000-53585,07/27/05,MCGC,BTLH,F,AHY,2005,7/31 3.6g,8/1 nw,,,,,,,,,,,,,,,,
6000-53589,07/27/05,MCGC,BTLH,F,AHY,2005,8/1 3.5g,8/2 3.2g,,,,,,,,,,,,,,,,
6000-53602,07/27/05,MP1,BTLH,F,AHY,2005,8/1 3.2g,,,,,,,,,,,,,,,,,
6000-53616,07/28/05,GNMTN,RUHU,M,AHY,2005,7/28 nw,,,,,,,,,,,,,,,,,
6000-53632,07/29/05,MCGC,BTLH,F,AHY,2005,7/29 nw,,,,,,,,,,,,,,,,,
6000-53634,07/29/05,MCGC,BTLH,F,AHY,2005,7/31 3.2g,8/1 3.5g,,,,,,,,,,,,,,,,
6000-53635,07/30/05,MCGC,CAHU,F,HY,2005,8/1 3.0g,,,,,,,,,,,,,,,,,
6000-53645,07/30/05,MP1,BTLH,F,AHY,2005,8/13 3.4g,,,,,,,,,,,,,,,,,
6000-53661,07/31/05,MCGC,BTLH,F,AHY,2005,7/31 nw,8/28 3.4g,,,,,,,,,,,,,,,,
6000-53664,07/31/05,MCGC,BTLH,F,AHY,2005,7/31 nw,,,,,,,,,,,,,,,,,
6000-53666,07/31/05,MCGC,BTLH,F,AHY,2005,8/18 3.4g,,,,,,,,,,,,,,,,,
6000-53668,07/31/05,MCGC,BTLH,F,AHY,2005,8/1 3.8g,8/17 3.3g,,,,,,,,,,,,,,,,
6000-53678,08/01/05,MCGC,BTLH,M,HY,2005,8/2 3.6g 3x,,,,,,,,,,,,,,,,,
6000-53716,08/02/05,MCGC,BTLH,F,AHY,2005,8/2 nw,,,,,,,,,,,,,,,,,
6000-53741,08/06/05,MCGC,RUHU,M,HY,2005,8/9 4.2g,,,,,,,,,,,,,,,,,
6000-53755,08/09/05,GNMTN,RUHU,F,AHY,2005,8/9 nw,,,,,,,,,,,,,,,,,
6000-53777,08/12/05,MCGC,BTLH,F,HY,2005,8/14 3.7g,,,,,,,,,,,,,,,,,
6000-53781,08/13/05,MCGC,BTLH,F,HY,2005,8/14 3.9g,8/15 3.4g,,,,,,,,,,,,,,,,
6000-53793,08/13/05,MCGC,RUHU,F,AHY,2005,8/13 nw,8/14 3.3g,,,,,,,,,,,,,,,,
6000-53901,08/25/05,MP1,BTLH,F,HY,2005,9/5 3.4g,,,,,,,,,,,,,,,,,
6000-53925,08/25/05,MP1,BTLH,M,HY,2005,8/25 nw,,,,,,,,,,,,,,,,,
6000-53938,08/27/05,GNMTN,BTLH,M,HY,2005,8/27 nw 2x,,,,,,,,,,,,,,,,,
6000-53955,09/06/05,GNMTN,BTLH,M,HY,2005,9/6 nw,,,,,,,,,,,,,,,,,
