"","band","band_status","recap_yr","recaptured_sex","recapture_age","site_recap","r1","comments"
"1276","3100-42643","R",2012,"F","AHY","MCGC","7/14, 3.73",""
"1277","9100-23636","R",2012,"F","AHY","MCGC","7/14, 3.69",""
"1278","9100-23526","R",2012,"F","AHY","MCGC","7/14, 3.7",""
"1279","9000-91054","R",2012,"F","AHY","MCGC","7/14, 3.35",""
"1280","9100-23221","R",2012,"M","AHY","MCGC","7/14, 3.06",""
"1281","9100-23654","R",2012,"F","AHY","MCGC","7/14, 3.23",""
"1282","9100-23107","R",2012,"F","AHY","MCGC","7/14, 3.36",""
"1283","9100-23120","R",2012,"F","AHY","MCGC","7/14, 3.48",""
"1284","9100-23670","R",2012,"F","AHY","MCGC","7/14, 3.27",""
"1285","9100-23667","R",2012,"F","AHY","MCGC","7/14, 3.48",""
"1286","9100-23348","R",2012,"M","HY","MCGC","7/14, 3.54","again"
"1287","9100-23655","R",2012,"F","AHY","MCGC","7/14, 4.2",""
"1288","9100-23637","R",2012,"F","AHY","MCGC","7/14, 3.6",""
"1289","9100-23389","R",2012,"F","AHY","MCGC","7/14, 3.21",""
"1290","9100-23386","R",2012,"F","AHY","MCGC","7/14, 3.45",""
"1291","9100-23654","R",2012,"F","AHY","MCGC","7/14, 3.22",""
"1292","9100-23459","R",2012,"F","AHY","MCGC","7/14, 3.72",""
"1293","4100-08590","R",2012,"F","AHY","MCGC","7/14, 3.35",""
"1294","9100-23016","R",2012,"M","AHY","MCGC","7/14, 3.33",""
"1295","9100-23113","R",2012,"F","AHY","MCGC","7/14, 3.2",""
"1296","9100-23385","R",2012,"F","AHY","MCGC","7/14, 3.21",""
"1297","9100-23372","R",2012,"F","AHY","MCGC","7/18, 3.62",""
"1298","9100-23395","R",2012,"F","AHY","MCGC","7/18, 3.19",""
"1299","9100-23665","R",2012,"F","AHY","MCGC","7/18, 3.41",""
"1300","4100-59370","R",2012,"F","AHY","MCGC","7/18, 3.53",""
"1301","9100-23026","R",2012,"M","AHY","MCGC","7/18, 3.02",""
"1302","9100-23670","R",2012,"F","AHY","MCGC","7/18, 3.02",""
"1303","9100-23767","R",2012,"F","AHY","MCGC","7/18, E9, 3.8",""
"1304","9100-23322","R",2012,"M","AHY","MCGC","7/18, 3.09",""
"1305","9100-23328","R",2012,"M","AHY","MCGC","7/18, 3.44",""
"1306","9100-23125","R",2012,"F","AHY","MCGC","7/18, 3.02",""
"1307","9100-23291","R",2012,"F","AHY","MCGC","7/18, 3.34",""
"1308","9100-23018","R",2012,"M","AHY","MCGC","7/18, 3.29",""
"1309","4100-08127","R",2012,"F","AHY","MCGC","7/18, 3.37",""
"1310","9100-23227","R",2012,"M","AHY","MCGC","7/18, 3.09",""
"1311","4100-08321","R",2012,"F","AHY","MCGC","7/18, 3.3",""
"1312","9100-22920","R",2012,"F","AHY","MCGC","7/18, 3.8",""
"1313","9100-23362","R",2012,"F","AHY","MCGC","7/18, 3.7",""
"1314","9100-23390","R",2012,"F","AHY","MCGC","7/18, 3.2",""
"1315","4100-58583","R",2012,"F","AHY","MCGC","7/18, ","pine pitch, band to L. leg"
"1316","9100-23348","R",2012,"M","HY","MCGC","7/18, 4",""
"1317","9100-23107","R",2012,"F","AHY","MCGC","7/18, 3.4",""
"1318","9100-23113","R",2012,"F","AHY","MCGC","7/18, 3.5",""
"1319","9100-23712","R",2012,"F","AHY","MCGC","7/18, 3.6",""
"1320","9100-23617","R",2012,"M","HY","MCGC","7/18, 3.8",""
"1321","9100-23066","R",2012,"M","AHY","MCGC","7/18, 3.5",""
"1322","9100-23115","R",2012,"F","AHY","MCGC","7/21, 4",""
"1323","9100-23368","R",2012,"F","AHY","MCGC","7/21, 3.9",""
"1324","9100-23579","R",2012,"F","AHY","MCGC","7/18, 3.6",""
"1325","9100-23778","R",2012,"F","AHY","MCGC","7/21, 3.5",""
"1326","9100-23386","R",2012,"F","AHY","MCGC","7/21, 3.6",""
"1327","4100-59527","R",2012,"F","AHY","MCGC","7/21, 3.9",""
"1328","4100-08127","R",2012,"F","AHY","MCGC","7/21, 3.5",""
"1329","9100-23662","R",2012,"F","AHY","MCGC","7/21, 3.8",""
"1330","9100-23668","R",2012,"F","AHY","MCGC","7/21, fat, 3.7","fat"
"1331","9100-23120","R",2012,"F","AHY","MCGC","7/21, 4.22",""
"1332","9100-23530","R",2012,"F","AHY","MCGC","7/22, 3.24",""
"1333","9100-23778","R",2012,"F","AHY","MCGC","7/22, 3.35",""
"1334","9100-23439","R",2012,"F","AHY","MCGC","7/22, 3.26",""
"1335","9100-23447","R",2012,"F","AHY","MCGC","7/22, 3.51",""
"1336","9100-23007","R",2012,"M","AHY","MCGC","7/22, 3.6",""
"1337","9100-23712","R",2012,"F","AHY","MCGC","7/22, 3.9",""
"1338","9100-23542","R",2012,"F","AHY","MCGC","7/22, 3.6",""
"1339","4100-08127","R",2012,"F","AHY","MCGC","7/22, 3.49",""
"1340","9100-23222","R",2012,"M","AHY","MCGC","7/22, 3.12",""
"1341","4100-59447","R",2012,"F","AHY","MCGC","7/22, ","band to l. leg"
"1342","9100-23670","R",2012,"F","AHY","MCGC","7/22, 3.88",""
"1343","9100-23880","R",2012,"F","AHY","MCGC","7/22, 3.58",""
"1344","9100-23532","R",2012,"F","AHY","MCGC","7/22, 3.5",""
"1345","4100-08590","R",2012,"F","AHY","MCGC","7/22, 3.4",""
"1346","9100-23752","R",2012,"F","AHY","MCGC","7/22, 3.6",""
"1347","9100-22910","R",2012,"F","AHY","MCGC","7/23, 4",""
"1348","9100-23652","R",2012,"F","AHY","MCGC","7/23, 3.69",""
"1349","9100-23636","R",2012,"F","AHY","MCGC","7/23, 3.63",""
"1350","9100-23348","R",2012,"M","HY","MCGC","7/24, 3.8",""
"1351","9100-23457","R",2012,"F","AHY","MCGC","7/24, 3.7",""
"1352","9100-23666","R",2012,"F","AHY","MCGC","7/24, 3.6",""
"1353","9100-23771","R",2012,"F","AHY","MCGC","7/24, 3.8",""
"1354","4100-08998","R",2012,"F","AHY","MCGC","7/24, 3.5",""
"1355","9100-23532","R",2012,"F","AHY","MCGC","7/24, 3.6",""
"1356","9100-23902","R",2012,"F","HY","MCGC","7/24, 3.4",""
"1357","9100-23879","R",2012,"F","AHY","MCGC","7/24, 3.2",""
"1358","9100-23633","R",2012,"F","AHY","MCGC","7/24, 3.2",""
"1359","9100-23653","R",2012,"F","AHY","MCGC","7/24, 3.7",""
"1360","9100-23554","R",2012,"F","AHY","MCGC","7/24, 3.2",""
"1361","4100-59165","R",2012,"F","AHY","MCGC","7/24, 3.4",""
"1362","4100-08351","R",2012,"F","AHY","CC3","7/26, 3.42",""
"1363","9100-23876","R",2012,"F","AHY","CC3","7/26, fat, 4.46","fat"
"1364","9000-90869","R",2012,"F","AHY","MCGC","7/26, 3.5",""
"1365","4100-08449","R",2012,"F","AHY","MCGC","7/26, 4.2",""
"1366","4100-58585","R",2012,"F","AHY","MCGC","7/26, 3.55",""
"1367","4100-08367","R",2012,"F","AHY","MCGC","7/26, 3.6",""
"1368","9100-23447","R",2012,"F","AHY","MCGC","7/26, 3.61",""
"1369","4100-58648","R",2012,"F","AHY","MCGC","7/26, 3.58",""
"1370","4100-59452","R",2012,"F","AHY","MCGC","7/26, 3.97",""
"1371","9100-23107","R",2012,"F","AHY","MCGC","7/26, 3.6",""
"1372","4100-59576","R",2012,"F","AHY","MCGC","7/26, 3.84",""
"1373","9100-23363","R",2012,"F","AHY","MCGC","7/26, 3.67",""
"1374","9100-23527","R",2012,"F","AHY","MCGC","7/26, 4.12",""
"1375","9100-23918","R",2012,"F","AHY","MCGC","7/26, 3.8",""
"1376","9100-23983","R",2012,"F","HY","MCGC","7/26, 3.57",""
"1377","3100-42078","R",2012,"F","AHY","MCGC","7/26, 3.71",""
"1378","9100-23655","R",2012,"F","AHY","MCGC","7/26, 3.92",""
"1379","9100-23553","R",2012,"F","AHY","MCGC","7/26, 3.83",""
"1380","9100-23541","R",2012,"F","AHY","MCGC","7/26, 3.59",""
"1381","9100-23515","R",2012,"F","AHY","MCGC","7/26, 3.8",""
"1382","9000-91054","R",2012,"F","AHY","MCGC","7/26, 3.9",""
"1383","4100-59165","R",2012,"F","AHY","MCGC","7/26, 4.1",""
"1384","9100-23775","R",2012,"F","AHY","MCGC","7/26, 3.9",""
"1385","9100-23668","R",2012,"F","AHY","MCGC","7/26, 3.8",""
"1386","4100-59527","R",2012,"F","AHY","MCGC","7/26, 3.8",""
"1387","4100-59347","R",2012,"F","AHY","MCGC","7/26, 3.8",""
"1388","9100-23109","R",2012,"F","AHY","MCGC","7/26, 4.01",""
"1389","9100-23985","R",2012,"F","AHY","MCGC","7/28, 3.5",""
"1390","9100-23447","R",2012,"F","AHY","MCGC","7/28, 3.3",""
"1391","4100-08998","R",2012,"F","AHY","MCGC","7/28, 3.9",""
"1392","3100-42366","R",2012,"F","AHY","MCGC","7/28, 3.7",""
"1393","4100-59576","R",2012,"F","AHY","MCGC","7/28, 3.37",""
"1394","4100-08113","R",2012,"F","AHY","MCGC","7/28, 3.32",""
"1395","9100-23774","R",2012,"F","AHY","MCGC","7/28, 3.4",""
"1396","9100-22964","R",2012,"F","AHY","MCGC","7/28, 4.1",""
"1397","4100-59527","R",2012,"F","AHY","MCGC","7/28, 3.7",""
"1398","4100-59309","R",2012,"F","AHY","MCGC","7/28, 3.8",""
"1399","9100-22920","R",2012,"F","AHY","MCGC","7/28, 3.7",""
"1400","4100-59370","R",2012,"F","AHY","MCGC","7/28, 3.87",""
"1401","9100-23778","R",2012,"F","AHY","MCGC","7/28, 4.3",""
"1402","9100-23535","R",2012,"F","AHY","MCGC","7/28, 5.05",""
"1403","9100-23366","R",2012,"F","AHY","MCGC","7/28, 3.8",""
"1404","4100-59524","R",2012,"F","AHY","MCGC","7/28, 3.18",""
"1405","9100-23670","R",2012,"F","AHY","MCGC","7/28, 3.6",""
"1406","4100-08449","R",2012,"F","AHY","MCGC","7/28, 3.95",""
"1407","9100-23778","R",2012,"F","AHY","MCGC","7/28,  ","again"
"1408","9100-23712","R",2012,"F","AHY","MCGC","7/28, 3.61",""
"1409","9100-24023","R",2012,"F","AHY","MCGC","7/28, 3.9","again"
"1410","4100-59624","R",2012,"F","AHY","MCGC","7/28, 4",""
"1411","9100-23494","R",2012,"F","AHY","MCGC","7/28, 3.3",""
"1412","9100-23120","R",2012,"F","AHY","MCGC","7/28, 3.7",""
"1413","9000-90886","R",2012,"F","AHY","MCGC","7/28, 3.7",""
"1414","4100-59650","R",2012,"F","AHY","MCGC","7/28, 3.3",""
"1415","9100-23287","R",2012,"F","AHY","MCGC","7/28, 3.5",""
"1416","9100-23386","R",2012,"F","AHY","MCGC","7/28, 3.5",""
"1417","4100-59559","R",2012,"F","AHY","MCGC","7/28, 3.8",""
"1418","9100-24023","R",2012,"F","AHY","MCGC","7/28,  ","again"
"1419","9100-23018","R",2012,"M","HY","MCGC","7/28, 3.6",""
"1420","9100-24026","R",2012,"F","AHY","MCGC","7/29, 3.7",""
"1421","9100-23670","R",2012,"F","AHY","MCGC","7/29, 3.4",""
"1422","9100-24027","R",2012,"F","AHY","MCGC","7/29, 5",""
"1423","9100-23880","R",2012,"F","AHY","MCGC","7/29, 3.5",""
"1424","9100-23447","R",2012,"F","AHY","MCGC","7/29, 3.37",""
"1425","4100-59303","R",2012,"F","AHY","MCGC","7/29, 3.5",""
"1426","9100-22965","R",2012,"F","AHY","MCGC","7/29, 3.8",""
"1427","9100-23527","R",2012,"F","AHY","MCGC","7/29, 3.5",""
"1428","9100-23120","R",2012,"F","AHY","MCGC","7/29, 4.2",""
"1429","9100-24023","R",2012,"F","AHY","MCGC","7/29, 3.44",""
"1430","9100-22979","R",2012,"F","AHY","MCGC","7/29, 3.35",""
"1431","9100-23066","R",2012,"M","AHY","MCGC","7/29, 3.43",""
"1432","9100-23633","R",2012,"F","AHY","MCGC","7/29, 3.6",""
"1433","9100-24026","R",2012,"F","AHY","MCGC","7/29, 3.5",""
"1434","9100-23526","R",2012,"F","AHY","MCGC","7/29, 3.3",""
"1435","4100-58572","R",2012,"F","AHY","MCGC","8/1, 4.24",""
"1436","9100-23654","R",2012,"F","AHY","MCGC","8/1, ",""
"1437","9100-23776","R",2012,"F","AHY","MCGC","8/1, 4.1",""
"1438","4100-59309","R",2012,"F","AHY","MCGC","8/1, 3.5",""
"1439","9100-22984","R",2012,"F","AHY","MCGC","8/1, 3.93",""
"1440","9100-23452","R",2012,"F","AHY","MCGC","8/1, 3.92",""
"1441","9100-23234","R",2012,"M","AHY","MCGC","8/1, 3.6",""
"1442","9100-23777","R",2012,"F","AHY","MCGC","8/1, 4",""
"1443","9100-23665","R",2012,"F","AHY","MCGC","8/1, 3.5",""
"1444","9100-23366","R",2012,"F","AHY","MCGC","8/3, 3.8",""
"1445","9100-23776","R",2012,"F","AHY","MCGC","8/3, 3.64",""
"1446","9100-23526","R",2012,"F","AHY","MCGC","8/3, 3.64",""
"1447","9100-23363","R",2012,"F","AHY","MCGC","8/3, 4.02",""
"1448","4100-59165","R",2012,"F","AHY","MCGC","8/3, 3.48",""
"1449","9100-23777","R",2012,"F","AHY","MCGC","8/3, 3.86",""
"1450","9100-23668","R",2012,"F","AHY","MCGC","8/3, 3.94",""
"1451","3100-42214","R",2012,"F","AHY","MCGC","8/3, 3.58",""
"1452","9100-23120","R",2012,"F","AHY","MCGC","8/3, 3.47",""
"1453","9100-22979","R",2012,"F","AHY","MCGC","8/3, ",""
"1454","3100-42512","R",2012,"F","AHY","MCGC","8/3, 3.9",""
"1455","4100-59527","R",2012,"F","AHY","MCGC","8/4, 3.55",""
"1456","4100-59586","R",2012,"F","AHY","MCGC","8/4, 3.17",""
"1457","9100-23291","R",2012,"F","AHY","MCGC","8/4, 3.1",""
"1458","9100-08236","R",2012,"F","AHY","MCGC","8/4, 3.93",""
"1459","4100-59165","R",2012,"F","AHY","MCGC","8/4, 3.57",""
"1460","9000-90869","R",2012,"F","AHY","MCGC","8/4, 3.44",""
"1461","9100-23985","R",2012,"F","AHY","MCGC","8/4, 3.52",""
"1462","4100-08449","R",2012,"F","AHY","MCGC","8/4, 3.56",""
"1463","4100-08996","R",2012,"F","AHY","MCGC","8/4, 3.8",""
"1464","9100-24068","R",2012,"M","HY","MCGC","8/4, 3.32",""
"1465","9100-23633","R",2012,"F","AHY","MCGC","8/4, 3.56",""
"1466","4100-59912","R",2012,"F","AHY","MCGC","8/4, 3.74",""
"1467","9100-22984","R",2012,"F","AHY","MCGC","8/4, 3.84",""
"1468","9100-23771","R",2012,"F","AHY","MCGC","8/4, 4.5",""
"1469","4100-08127","R",2012,"F","AHY","MCGC","8/4, 3.4",""
"1470","9100-23778","R",2012,"F","AHY","MCGC","8/4, 3.75",""
"1471","9100-23655","R",2012,"F","AHY","MCGC","8/4, 4.5",""
"1472","9100-23541","R",2012,"F","AHY","MCGC","8/4, 3.41",""
"1473","9100-23283","R",2012,"F","AHY","MCGC","8/4,  ","again"
"1474","3100-42713","R",2012,"F","AHY","MCGC","8/4, 3.69",""
"1475","9100-23064","R",2012,"M","AHY","MCGC","8/4, 4.55",""
"1476","9100-23113","R",2012,"F","AHY","MCGC","8/4, 3.79",""
"1477","4100-58572","R",2012,"F","AHY","MCGC","8/4, 3.3",""
"1478","4100-59460","R",2012,"F","AHY","MCGC","8/4, 3.6",""
"1479","9100-23636","R",2012,"F","AHY","MCGC","8/4, 3.6",""
"1480","4100-59452","R",2012,"F","AHY","MCGC","8/4, 3.4",""
"1481","3100-42366","R",2012,"F","AHY","MCGC","8/4, 3.4",""
"1482","9100-23385","R",2012,"F","AHY","MCGC","8/4, 3.8",""
"1483","9100-23283","R",2012,"F","AHY","MCGC","8/4, 3.3",""
"1484","9100-23445","R",2012,"F","AHY","MCGC","8/4, 3",""
"1485","4100-59370","R",2012,"F","AHY","MCGC","8/6, 3.79",""
"1486","9100-23446","R",2012,"F","AHY","MCGC","8/6, 3.86",""
"1487","9100-23107","R",2012,"F","AHY","MCGC","8/6, 3.79",""
"1488","9100-23670","R",2012,"F","AHY","MCGC","8/6, 3.34",""
"1489","9100-23654","R",2012,"F","AHY","MCGC","8/6, 3.47",""
"1490","9100-23283","R",2012,"F","AHY","MCGC","8/6, 3.24",""
"1491","9100-23776","R",2012,"F","AHY","MCGC","8/6, 3.13",""
"1492","9100-23188","R",2012,"M","HY","MCGC","8/6, 4",""
"1493","9100-22915","R",2012,"F","AHY","MCGC","8/6, 3.8",""
"1494","9100-23633","R",2012,"F","AHY","MCGC","8/6, 3.7",""
"1495","9100-24096","R",2012,"F","AHY","MCGC","8/6, 3.49",""
"1496","9100-23776","R",2012,"F","AHY","MCGC","8/6, 3.3",""
"1497","9100-24149","R",2012,"F","AHY","MCGC","8/6,  ","again"
"1498","9100-23662","R",2012,"F","AHY","MCGC","8/6,  ","again"
"1499","9100-23447","R",2012,"F","AHY","MCGC","8/6,  ","again"
"1500","9100-23774","R",2012,"F","AHY","CC3","8/7, 3.19",""
"1501","9100-23669","R",2012,"F","AHY","CC3","8/7, 3.54",""
"1502","9100-23221","R",2012,"M","AHY","MCGC","8/9, 3.4",""
"1503","9100-23394","R",2012,"F","AHY","MCGC","8/9, 3.6",""
"1504","9100-22915","R",2012,"F","AHY","MCGC","8/9, 3.71",""
"1505","9100-23633","R",2012,"F","AHY","MCGC","8/9, 4.03",""
"1506","9100-23107","R",2012,"F","AHY","MCGC","8/9, 3.96",""
"1507","9100-23365","R",2012,"F","AHY","MCGC","8/9, 3.58",""
"1508","4100-59975","R",2012,"F","AHY","MCGC","8/9, 3.97",""
"1509","9100-23113","R",2012,"F","AHY","MCGC","8/9, 4.47",""
"1510","9100-23665","R",2012,"F","AHY","MCGC","8/9, 3.26",""
"1511","9100-24196","R",2012,"F","AHY","MCGC","8/9, 4.39",""
"1512","9100-24148","R",2012,"F","AHY","MCGC","8/9, 4.1",""
"1513","9100-23366","R",2012,"F","AHY","MCGC","8/9, 3.84",""
"1514","9100-23923","R",2012,"F","AHY","MCGC","8/9, 3.13",""
"1515","9100-24035","R",2012,"F","AHY","MCGC","8/9, 3.4",""
"1516","4100-59559","R",2012,"F","AHY","MCGC","8/11, 3.47",""
"1517","4100-08996","R",2012,"F","AHY","MCGC","8/11, 3.34",""
"1518","9100-23712","R",2012,"F","AHY","MCGC","8/11, 3.59",""
"1519","9100-23668","R",2012,"F","AHY","MCGC","8/11, 3.89",""
"1520","4100-59524","R",2012,"F","AHY","MCGC","8/14, 3.1",""
"1521","9100-23666","R",2012,"F","AHY","MCGC","8/14, 3.73",""
"1522","9100-24035","R",2012,"F","AHY","MCGC","8/14, 3.3",""
"1523","9100-22984","R",2012,"F","AHY","MCGC","8/14, 3.8",""
"1524","9100-23368","R",2012,"F","AHY","MCGC","8/14, 3.6",""
"1525","9100-24098","R",2012,"F","AHY","MCGC","8/14, 3.81",""
"1526","9100-23777","R",2012,"F","AHY","MCGC","8/15, 4.1",""
"1527","9100-23880","R",2012,"F","AHY","MCGC","8/15, 3.8",""
"1528","4100-59370","R",2012,"F","AHY","MCGC","8/15, 3.5",""
"1529","9100-23447","R",2012,"F","AHY","MCGC","8/15, 3.63",""
"1530","3100-42850","R",2012,"F","AHY","MCGC","8/15, 3.5",""
"1531","9100-24096","R",2012,"F","AHY","MCGC","8/15, 3.6",""
"1532","9100-23368","R",2012,"F","AHY","MCGC","8/15, 3.2",""
"1533","9100-24171","R",2012,"F","HY","MCGC","8/15, 3.2",""
"1534","9100-24200","R",2012,"M","AHY","MCGC","8/15, 3.19",""
"1535","4100-59347","R",2012,"F","AHY","MCGC","8/15, 3.5",""
"1536","9100-24089","R",2012,"F","AHY","MCGC","8/15, 3.7",""
"1537","9100-23777","R",2012,"F","AHY","MCGC","8/15, 3.32","again"
"1538","9100-23365","R",2012,"F","AHY","MCGC","8/15, 3.42",""
"1539","9100-23878","R",2012,"F","AHY","MCGC","8/15, 4.04",""
"1540","9100-23776","R",2012,"F","AHY","MCGC","8/15, 3.53",""
"1541","9100-23920","R",2012,"F","AHY","MCGC","8/15, 3.16",""
"1542","9100-23328","R",2012,"M","AHY","MCGC","8/15, 3.9",""
"1543","9100-57022","R",2012,"F","HY","MCGC","8/15, 3.2",""
"1544","9100-24200","R",2012,"F","AHY","MCGC","8/15,  ","again"
"1545","4100-59524","R",2012,"F","AHY","MCGC","8/18, 3.1",""
"1546","4100-59370","R",2012,"F","AHY","MCGC","8/18, 3.6",""
"1547","9100-23368","R",2012,"F","AHY","MCGC","8/18, 3.4",""
"1548","9100-57044","R",2012,"F","HY","MCGC","8/18,  ","again"
"1549","9100-23662","R",2012,"F","AHY","MCGC","8/18, 3.14",""
"1550","9100-23530","R",2012,"F","AHY","MCGC","8/18, 3.8",""
"1551","9100-23985","R",2012,"F","AHY","MCGC","8/18, 3.5",""
"1552","4100-59370","R",2012,"F","AHY","MCGC","8/19, 3.5",""
"1553","9100-23541","R",2012,"F","AHY","MCGC","8/19, 3.6",""
"1554","9100-24196","R",2012,"F","AHY","MCGC","8/19, 3.6",""
"1555","9100-23662","R",2012,"F","AHY","MCGC","8/19, 3.79",""
"1556","9100-23662","R",2012,"F","AHY","MCGC","8/19,  ","again"
"1557","9100-23776","R",2012,"F","AHY","MCGC","8/19, 3.26",""
"1558","9100-23662","R",2012,"F","AHY","MCGC","8/19, 3.4",""
"1559","9100-57075","R",2012,"M","HY","MCGC","8/19,  ","again"
"1560","9100-24200","R",2012,"F","AHY","MCGC","8/19, 3.11",""
"1561","9100-24095","R",2012,"F","AHY","CC3","8/19, 3.42",""
"1562","9100-57107","R",2012,"F","AHY","CC3","8/19,  ","again"
"1563","9100-24149","R",2012,"F","AHY","CC3","8/19, 3.14",""
"1564","9100-24196","R",2012,"F","AHY","MCGC","8/22, 3.28",""
"1565","4100-59851","R",2012,"M","AHY","MCGC","8/22, 3.57",""
"1566","9100-23091","R",2012,"M","AHY","MCGC","8/22, 3.64",""
"1567","9100-24196","R",2012,"F","AHY","MCGC","8/22,  ","again"
"1568","4100-59524","R",2012,"F","AHY","MCGC","8/23, 3",""
"1569","9100-57163","R",2012,"M","HY","MCGC","8/23, 3.5",""
"1570","9100-23368","R",2012,"F","AHY","MCGC","8/23, 3.5",""
"1571","9100-23667","R",2012,"F","AHY","MCGC","8/23, 4.3",""
"1572","9100-57150","R",2012,"M","HY","MCGC","8/23, 3.3",""
"1573","9100-23636","R",2012,"F","AHY","MCGC","8/23, 4.3","band moved to left leg"
"1574","9100-23815","R",2012,"M","AHY","MCGC","8/26, 3.24",""
"1575","9100-23662","R",2012,"F","AHY","MCGC","8/26, 3.24",""
"1576","9100-24200","R",2012,"F","AHY","MCGC","8/26, 3.32",""
"1577","9100-24196","R",2012,"F","AHY","MCGC","8/26, 3.08",""
"1578","9100-24150","R",2012,"F","AHY","MCGC","8/26, 3.23",""
"1579","9100-57138","R",2012,"F","HY","MCGC","8/26, 3.39",""
"1580","9100-24200","R",2012,"F","AHY","MCGC","8/26, 3.27","again"
"1581","9100-57186","R",2012,"F","HY","MCGC","8/26, 3.5",""
"1582","9100-23662","R",2012,"F","AHY","MCGC","8/29, 3.5",""
"1583","9100-57260","R",2012,"M","HY","MCGC","8/29,  ","again"
"1584","4100-59370","R",2012,"F","AHY","MCGC","8/29, 4.94",""
"1585","4100-59309","R",2012,"F","AHY","MCGC","8/29, 3.33",""
"1586","9100-23668","R",2012,"F","AHY","MCGC","8/29, 3.9",""
"1587","9100-57260","R",2012,"M","HY","MCGC","8/29,  ","again"
"1588","9100-23774","R",2012,"F","AHY","MCGC","8/29, 3.17",""
"1589","9100-24089","R",2012,"F","AHY","MCGC","8/29, 4.2",""
"1590","4100-59370","R",2012,"F","AHY","MCGC","9/2, 3.7",""
"1591","4100-59370","R",2012,"F","AHY","MCGC","9/4, 4",""
"1592","9100-57296","R",2012,"M","HY","MCGC","9/7, ","banded today"
